ori_tissue,ori_cell_type,search_result
eye,mueller glia cell,"organ_tissue=eye, cell_ontology_class=muller cell, free_annotation=retina - muller glia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell"
eye,smooth muscle cell,"organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=skin, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=skin, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth_muscle_cells"
eye,bipolar cell,"organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b_cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b lymphocytes"
eye,cone cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
eye,cone cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelium; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
eye,amacrine cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=adipocyte, free_annotation=adipocytes; organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast_cells"
eye,amacrine cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=adipocyte, free_annotation=adipocytes; organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast_cells"
eye,schwann cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells"
eye,classical dendritic cell a(cdca),"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelium"
eye,classical dendritic cell a(cdca),"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelium"
eye,granulocyte,"organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes; organ_tissue=eye, cell_ontology_class=monocyte, free_annotation=monocyte; organ_tissue=eye, cell_ontology_class=monocyte, free_annotation=monocytes; organ_tissue=blood, cell_ontology_class=granulocyte, free_annotation=granulocyte; organ_tissue=eye, cell_ontology_class=adipocyte, free_annotation=adipocytes"
eye,mature dendritic cell,"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
eye,gamma delta(γδ) t cell,"organ_tissue=eye, cell_ontology_class=t cell, free_annotation=alpha beta t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=alpha-beta t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t-cells"
eye,gamma delta(γδ) t cell,"organ_tissue=eye, cell_ontology_class=t cell, free_annotation=alpha beta t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=alpha-beta t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t-cells"
eye,mature dendritic cell,"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=eye, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
eye,regulatory t(treg) cell,"organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=alpha-beta t cell"
eye,cd8+ t cell,"organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells"
eye,myeloid cell,"organ_tissue=eye, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=eye, cell_ontology_class=erythroid lineage cell, free_annotation=erythroid cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes"
eye,cd4+ t cell,"organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells"
eye,granulocyte,"organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes; organ_tissue=eye, cell_ontology_class=monocyte, free_annotation=monocyte; organ_tissue=eye, cell_ontology_class=monocyte, free_annotation=monocytes; organ_tissue=blood, cell_ontology_class=granulocyte, free_annotation=granulocyte; organ_tissue=eye, cell_ontology_class=adipocyte, free_annotation=adipocytes"
eye,plasmacytoid dendritic cell(pdc),"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=eye, cell_ontology_class=plasma cell, free_annotation=plasma cell; organ_tissue=eye, cell_ontology_class=plasma cell, free_annotation=plasma_cells"
eye,natural killer cell,"organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=blood, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=blood, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell"
eye,classical dendritic cell b(cdcb),"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b_cells"
eye,myeloid cell,"organ_tissue=eye, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=eye, cell_ontology_class=erythroid lineage cell, free_annotation=erythroid cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=melanocyte, free_annotation=melanocytes"
eye,cd8+ t cell,"organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells"
eye,natural killer cell,"organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=blood, cell_ontology_class=nk cell, free_annotation=natural killer cell; organ_tissue=blood, cell_ontology_class=nk cell, free_annotation=natural killer cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell"
eye,classical dendritic cell b(cdcb),"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b_cells"
eye,naive b cell,"organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b_cells; organ_tissue=skin, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b lymphocytes"
eye,cd4+ t cell,"organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells"
eye,regulatory t(treg) cell,"organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=alpha-beta t cell"
eye,plasmacytoid dendritic cell(pdc),"organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=eye, cell_ontology_class=plasma cell, free_annotation=plasma cell; organ_tissue=eye, cell_ontology_class=plasma cell, free_annotation=plasma_cells"
esophagus,cancer cell,"organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage"
gall bladder,cancer cell,"organ_tissue=bladder, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=bladder, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=bladder, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=bladder, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=bladder, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
retinal pigment epithelium,epithelial cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells; organ_tissue=eye, cell_ontology_class=corneal epithelial cell, free_annotation=cornea - epithelial cells"
