ori_tissue,ori_cell_type,search_result
peripheral blood,naïve cd4+ t cell,"organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
peripheral blood,cd3+ t cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
peripheral blood,cd8 ctl,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=kidney, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
peripheral blood,cd4 ctl,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=kidney, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
yolk sac,ysmps (yolk sac myeloid-biased progenitors),"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=bone_marrow, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells"
yolk sac,ysmps (yolk sac myeloid-biased progenitors),"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=bone_marrow, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells"
yolk sac,ysmps (yolk sac myeloid-biased progenitors),"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=bone_marrow, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells"
yolk sac,ysmps (yolk sac myeloid-biased progenitors),"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=bone_marrow, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells"
peripheral blood,treg,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood,non-treg,"organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=neutrophil, free_annotation=neutrophil; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte"
peripheral blood,non-treg,"organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=neutrophil, free_annotation=neutrophil; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte"
peripheral blood,non-treg,"organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=neutrophil, free_annotation=neutrophil; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte"
peripheral blood,treg,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood,treg,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood,treg,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood,treg,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular"
blood,mait cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes"
blood,mait cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes"
blood,mait cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes"
blood,mait cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes"
blood,mait cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes"
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells","organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=lung, cell_ontology_class=respiratory mucous cell, free_annotation=respiratory mucous cell; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=skin, cell_ontology_class=muscle cell, free_annotation=muscle cells"
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells","organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=lung, cell_ontology_class=respiratory mucous cell, free_annotation=respiratory mucous cell; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=skin, cell_ontology_class=muscle cell, free_annotation=muscle cells"
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells","organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=lung, cell_ontology_class=respiratory mucous cell, free_annotation=respiratory mucous cell; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=skin, cell_ontology_class=muscle cell, free_annotation=muscle cells"
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells","organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=lung, cell_ontology_class=respiratory mucous cell, free_annotation=respiratory mucous cell; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=skin, cell_ontology_class=muscle cell, free_annotation=muscle cells"
smg,transitional basal progenitors,"organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal cells; organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal cell; organ_tissue=tongue, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor"
smg,transitional basal progenitors,"organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal cells; organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal cell; organ_tissue=tongue, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor"
smg,transitional basal progenitors,"organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal cells; organ_tissue=mammary, cell_ontology_class=basal cell, free_annotation=basal cell; organ_tissue=tongue, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor"
smg,epithelial cells,"organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=cycling epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells"
smg,epithelial cells,"organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=cycling epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells"
smg,epithelial cells,"organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=cycling epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells"
smg,quiescent cells,"organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=skin, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=skin, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=lung, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells"
n-scj,transitional basal cells (c1 and c2),"organ_tissue=lung, cell_ontology_class=basal cell, free_annotation=basal cells; organ_tissue=lung, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=trachea, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=trachea, cell_ontology_class=basal cell, free_annotation=basal cells; organ_tissue=lung, cell_ontology_class=basal cell, free_annotation=basal cell"
n-scj,transitional basal cells (c1 and c2),"organ_tissue=lung, cell_ontology_class=basal cell, free_annotation=basal cells; organ_tissue=lung, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=trachea, cell_ontology_class=basal cell, free_annotation=basal; organ_tissue=trachea, cell_ontology_class=basal cell, free_annotation=basal cells; organ_tissue=lung, cell_ontology_class=basal cell, free_annotation=basal cell"
